date_iso,1980-12-18 00:00:00,1981-12-21 00:00:00,1982-12-20 00:00:00,1983-12-20 00:00:00,1984-12-19 00:00:00,1985-12-19 00:00:00,1986-12-19 00:00:00,1987-12-21 00:00:00,1988-12-20 00:00:00,1989-12-19 00:00:00,1990-12-19 00:00:00,1991-12-19 00:00:00,1992-12-21 00:00:00,1993-12-20 00:00:00,1994-12-20 00:00:00,1995-12-19 00:00:00,1996-12-19 00:00:00,1997-12-19 00:00:00,1998-12-21 00:00:00,1999-12-20 00:00:00,2000-12-04 00:00:00,2001-12-14 00:00:00,2002-12-13 00:00:00,2003-12-12 00:00:00,2004-12-14 00:00:00,2005-12-14 00:00:00,2006-12-14 00:00:00,2007-12-14 00:00:00,2008-12-12 00:00:00,2009-12-14 00:00:00,2010-12-14 00:00:00,2011-12-14 00:00:00,2012-12-14 00:00:00,2013-12-13 00:00:00,2014-12-12 00:00:00,2015-12-14 00:00:00,2016-12-14 00:00:00,2018-12-14 00:00:00,2019-12-13 00:00:00,2020-12-14 00:00:00,2021-12-14 00:00:00,2022-12-14 00:00:00,2023-12-14 00:00:00,2024-12-30 00:00:00,backadjusted,unadjusted
1980-06-05,290.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-06,291.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-09,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-10,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-11,291.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-12,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-13,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-16,295.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-17,294.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-18,293.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-19,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-20,293.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-23,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-24,295.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-25,297.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-26,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-27,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-30,298.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-01,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-02,308.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-03,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
