time,open,high,low,close,Total Candles,Volume,Futures Open Interest
1103158800,249.5,249.5,249.5,249.5,0,0,0
1103245200,249.25,249.25,249.25,249.25,1,0,0
1103504400,250.5,250.5,250.5,250.5,2,0,0
1103590800,250,250,250,250,3,0,0
1103677200,250,250,250,250,4,0,0
1103763600,250.5,250.5,250.5,250.5,5,0,0
1104109200,250.25,250.25,250.25,250.25,6,0,0
1104195600,248.5,248.5,248.5,248.5,7,0,0
1104282000,248,248,248,248,8,0,0
1104368400,248.5,248.5,248.5,248.5,9,0,0
1104714000,247,247,247,247,10,0,0
1104800400,246.25,246.25,246.25,246.25,11,0,0
1104886800,246.25,246.25,246.25,246.25,12,0,0
1104973200,250,250,250,250,13,0,0
1105059600,251.5,251.5,251.5,251.5,14,0,0
1105318800,250.25,250.25,250.25,250.25,15,0,0
1105405200,250.5,250.5,250.5,250.5,16,0,0
1105491600,247.5,247.5,247.5,247.5,17,0,0
1105578000,247,247,247,247,18,0,0
1105664400,245.5,245.5,245.5,245.5,19,0,0
1106010000,244.25,244.25,244.25,244.25,20,0,0
1106096400,244.5,244.5,244.5,244.5,21,0,0
1106182800,245.75,245.75,245.75,245.75,22,0,0
1106269200,245.75,245.75,245.75,245.75,23,0,0
1106528400,247.25,247.25,247.25,247.25,24,0,0
1106614800,247.25,247.25,247.25,247.25,25,0,0
1106701200,247.5,247.5,247.5,247.5,26,0,0
1106787600,246.25,246.25,246.25,246.25,27,0,0
1106874000,245.75,245.75,245.75,245.75,28,0,0
1107133200,246.5,246.5,246.5,246.5,29,0,0
1107219600,247.5,247.5,247.5,247.5,30,0,0
1107306000,246.5,246.5,246.5,246.5,31,0,0
1107392400,248,248,248,248,32,0,0
1107478800,247.5,247.5,247.5,247.5,33,0,0
1107738000,249,249,249,249,34,0,0
1107824400,248,248,248,248,35,0,1
1107910800,249,249,249,249,36,0,1
1107997200,250,250,250,250,37,0,15
1108083600,249.5,249.5,249.5,249.5,38,0,15
1108342800,249.5,249.5,249.5,249.5,39,0,15
1108429200,249,249,249,249,40,0,15
1108515600,248.5,248.5,248.5,248.5,41,0,15
1108602000,248.5,248.5,248.5,248.5,42,0,15
1108688400,249.5,249.5,249.5,249.5,43,0,20
1109034000,249.5,249.5,249.5,249.5,44,0,25
1109120400,249.5,249.5,249.5,249.5,45,0,25
1109206800,249.25,249.25,249.25,249.25,46,0,29
1109293200,249,249,249,249,47,0,34
1109552400,249,249,249,249,48,0,34
1109638800,249,249,249,249,49,0,35
1109725200,249.25,249.25,249.25,249.25,50,0,38
1109811600,250,250,250,250,51,0,51
1109898000,250,250,250,250,52,0,66
1110157200,249,249,249,249,53,0,66
1110243600,250,250,250,250,54,0,81
1110330000,250,250,250,250,55,0,96
1110416400,250,250,250,250,56,0,116
1110502800,250,250,250,250,57,0,136
1110762000,250,250,250,250,58,0,140
1110848400,250.5,250.5,250.5,250.5,59,5,152
1110934800,251,252,251,252,60,5,168
1111021200,250,250,250,250,61,5,178
1111107600,250,250,250,250,62,5,186
1111366800,250.5,250.5,250.5,250.5,63,5,187
1111453200,250.5,250.5,250.5,250.5,64,5,189
1111539600,250,250,250,250,65,5,189
1111626000,250.5,250.5,250.5,250.5,66,5,189
1111971600,250,250,250,250,67,5,240
1112058000,250,250,250,250,68,5,264
1112144400,251,251,251,251,69,5,266
1112230800,252,252,252,252,70,5,283
1112317200,251.75,251.75,251.75,251.75,71,5,313
1112572800,251,251,251,251,72,5,325
1112659200,250,250,250,250,73,5,335
1112745600,250.75,250.75,250.75,250.75,74,5,335
1112832000,249.5,249.5,249.5,249.5,75,5,353
1112918400,249.75,249.75,249.75,249.75,76,5,353
1113177600,249.5,249.5,249.5,249.5,77,5,364
1113264000,250,250,250,250,78,5,368
1113350400,250.75,250.75,250.75,250.75,79,5,385
1113436800,252,252,252,252,80,5,410
1113523200,251.25,251.25,251.25,251.25,81,0,412
1113782400,250,250,250,250,82,0,412
1113868800,251,251,251,251,83,0,430
1113955200,252,252,252,252,84,0,433
1114041600,251.5,251.5,251.5,251.5,85,0,436
1114128000,252,252,252,252,86,0,436
1114387200,252,252,252,252,87,0,471
1114473600,252,252,252,252,88,0,478
1114560000,252,252,252,252,89,0,490
1114646400,250,250,250,250,90,0,491
1114732800,250,250,250,250,91,0,491
1114992000,249,249,249,249,92,0,498
1115078400,248.5,248.5,248.5,248.5,93,0,499
1115164800,247.25,247.25,247.25,247.25,94,0,499
1115251200,249,249,249,249,95,0,499
1115337600,248,248,248,248,96,0,505
1115596800,248,248,248,248,97,0,505
1115683200,249,249,249,249,98,0,509
1115769600,248,248,248,248,99,0,507
1115856000,248,248,248,248,100,0,509
1115942400,248,248,248,248,101,0,509
1116201600,248.5,248.5,248.5,248.5,102,0,516
1116288000,248.75,248.75,248.75,248.75,103,0,521
1116374400,249.25,249.25,249.25,249.25,104,0,550
1116460800,249.25,249.25,249.25,249.25,105,0,550
1116547200,249.25,249.25,249.25,249.25,106,0,551
1116806400,253.5,253.5,253.5,253.5,107,0,595
1116892800,252,252,252,252,108,0,688
1116979200,253,253,253,253,109,0,759
1117065600,253,253,253,253,110,0,787
1117152000,251,251,251,251,111,0,787
1117497600,250,250,250,250,112,0,773
