time,open,high,low,close,Total Candles,Volume,Futures Open Interest
1040000400,239.75,239.75,239.75,239.75,0,0,0
1040086800,239.75,239.75,239.75,239.75,1,0,0
1040173200,239.75,239.75,239.75,239.75,2,0,0
1040259600,239.75,239.75,239.75,239.75,3,0,0
1040346000,239.75,239.75,239.75,239.75,4,0,0
1040605200,239.75,239.75,239.75,239.75,5,0,0
1040691600,239.75,239.75,239.75,239.75,6,0,0
1040864400,239.75,239.75,239.75,239.75,7,0,0
1040950800,239.75,239.75,239.75,239.75,8,0,0
1041210000,239.75,239.75,239.75,239.75,9,0,0
1041296400,239.75,239.75,239.75,239.75,10,0,0
1041469200,239.75,239.75,239.75,239.75,11,0,0
1041555600,239.75,239.75,239.75,239.75,12,0,0
1041814800,239.75,239.75,239.75,239.75,13,0,0
1041901200,239.75,239.75,239.75,239.75,14,0,0
1041987600,239.75,239.75,239.75,239.75,15,0,0
1042074000,239.75,239.75,239.75,239.75,16,0,0
1042160400,239.75,239.75,239.75,239.75,17,0,0
1042419600,239.75,239.75,239.75,239.75,18,0,0
1042506000,239.75,239.75,239.75,239.75,19,0,0
1042592400,239.75,239.75,239.75,239.75,20,0,0
1042678800,239.75,239.75,239.75,239.75,21,0,0
1042765200,239.75,239.75,239.75,239.75,22,0,0
1043110800,239.75,239.75,239.75,239.75,23,0,0
1043197200,239.75,239.75,239.75,239.75,24,0,0
1043283600,239.75,239.75,239.75,239.75,25,0,0
1043370000,239.75,239.75,239.75,239.75,26,0,0
1043629200,239.75,239.75,239.75,239.75,27,0,0
1043715600,239.75,239.75,239.75,239.75,28,0,0
1043802000,239.75,239.75,239.75,239.75,29,0,0
1043888400,239.75,239.75,239.75,239.75,30,0,0
1043974800,239.75,239.75,239.75,239.75,31,0,0
1044234000,239.75,239.75,239.75,239.75,32,0,0
1044320400,239.75,239.75,239.75,239.75,33,0,0
1044406800,239.75,239.75,239.75,239.75,34,0,0
1044493200,239.75,239.75,239.75,239.75,35,0,0
1044579600,239.75,239.75,239.75,239.75,36,0,0
1044838800,239.75,239.75,239.75,239.75,37,0,0
1044925200,239.75,239.75,239.75,239.75,38,0,0
1045011600,239.75,239.75,239.75,239.75,39,0,0
1045098000,239.75,239.75,239.75,239.75,40,0,0
1045184400,239.75,239.75,239.75,239.75,41,0,0
1045530000,239.75,239.75,239.75,239.75,42,0,0
1045616400,239.75,239.75,239.75,239.75,43,0,0
1045702800,239.75,239.75,239.75,239.75,44,0,0
1045789200,239.75,239.75,239.75,239.75,45,0,0
1046048400,239.75,239.75,239.75,239.75,46,0,0
1046134800,239.75,239.75,239.75,239.75,47,0,0
1046221200,239.75,239.75,239.75,239.75,48,0,0
1046307600,239.75,239.75,239.75,239.75,49,0,0
1046394000,247,247,247,247,50,0,1
1046653200,247,247,247,247,51,0,1
1046739600,247,247,247,247,52,0,1
1046826000,247,247,247,247,53,0,1
1046912400,244,244,244,244,54,0,1
1046998800,243,243,243,243,55,0,1
1047258000,242,242,242,242,56,0,1
1047430800,243,243,243,243,57,0,1
1047517200,243,243,243,243,58,0,1
