time,open,high,low,close,Volume,Futures Open Interest
1607907600,395.5,395.5,395.5,395.5,0,0
1607994000,395.75,395.75,395.75,395.75,0,0
1608080400,397.25,397.25,397.25,397.25,1,0
1608166800,400,400,398,398,1,1
1608253200,398.5,398.5,398.5,398.5,0,1
1608512400,398.5,398.5,398.5,398.5,0,1
1608598800,397.25,397.25,397.25,397.25,0,1
1608685200,398.75,398.75,398.5,398.5,1,2
1608771600,400,400,400,400,2,2
1609117200,400,400,400,400,0,2
1609203600,400,400.25,400,400.25,8,10
1609290000,404,404,404,404,0,10
1609376400,404.5,404.5,404.5,404.5,0,10
1609722000,403.75,403.75,403.75,403.75,0,10
1609808400,406.75,406.75,406.75,406.75,0,10
1609894800,409.75,409.75,409.75,409.75,0,10
1609981200,409.75,409.75,409.75,409.75,0,10
1610067600,408.75,408.75,408.75,408.75,0,10
1610326800,408.5,408.5,408.5,408.5,0,10
1610413200,410,410,410,410,0,10
1610499600,410,410,405.75,405.75,2,12
1610586000,407,407,407,407,0,12
1610672400,408.25,408.25,408.25,408.25,0,12
1610931600,412.25,412.25,412.25,412.25,0,12
1611104400,412,412,412,412,0,12
1611190800,412,412,412,412,0,12
1611277200,406,406,406,406,0,12
1611536400,408,408,408,408,0,12
1611622800,410.5,410.5,410.5,410.5,0,12
1611709200,408,408,408,408,0,12
1611795600,407.75,407.75,407.75,407.75,0,12
1611882000,411.25,411.25,411.25,411.25,0,12
1612141200,412,412,411.75,411.75,1,13
1612227600,411.5,411.5,411.5,411.5,0,13
1612314000,406.75,411,406.75,411,2,15
1612400400,411,411,411,411,0,15
1612486800,412,414,412,414,5,20
1612746000,414.25,414.25,414.25,414.25,0,20
1612832400,412,412,412,412,0,20
1612918800,412.5,412.5,412.5,412.5,0,20
1613005200,414.5,414.5,414.5,414.5,0,20
1613091600,413.75,413.75,413,413,3,21
1613350800,415.5,415.5,415.5,415.5,0,21
1613523600,415.75,415.75,415.75,415.75,0,21
1613610000,415,415,415,415,2,21
1613696400,412,412,412,412,0,21
1613955600,414.25,414.25,414.25,414.25,0,21
1614042000,414.75,414.75,414.75,414.75,0,21
1614128400,414.75,415,414.75,415,1,21
1614214800,416,416,415.25,415.25,1,21
1614301200,413.75,413.75,413.75,413.75,0,21
1614560400,414.75,414.75,414.75,414.75,0,21
1614646800,414,414,414,414,0,21
1614733200,413.75,413.75,413.75,413.75,0,21
1614819600,415,415.25,415,415.25,1,22
1614906000,416.75,416.75,416.75,416.75,0,22
1615165200,418.5,418.5,418.5,418.5,0,22
1615251600,422,422,422,422,0,22
1615338000,424,424,419.25,419.25,6,27
1615424400,418.5,418.5,418.5,418.5,0,27
1615510800,415,415,415,415,0,27
1615766400,416,416,416,416,0,27
1615852800,416,416,412.5,412.5,3,30
1615939200,412,412,412,412,0,30
1616025600,412,412,412,412,0,30
1616112000,414.5,414.5,414.5,414.5,0,30
1616371200,410.75,410.75,410.75,410.75,0,30
1616457600,410,410.75,410,410.75,1,31
1616544000,408,408,408,408,0,31
1616630400,407.5,407.5,407.5,407.5,0,31
1616716800,412,417,411.25,411.25,6,36
1616976000,408.5,408.5,408.5,408.5,0,36
1617062400,407,415.75,407,407.75,12,47
1617148800,410,415,410,415,13,49
1617235200,413.75,413.75,413.75,413.75,13,49
1617321600,413.25,413.25,413.25,413.25,0,49
1617667200,414.75,414.75,413.5,414.75,1,49
1617753600,417.75,417.75,417.75,417.75,0,49
1617840000,421.5,421.5,421.5,421.5,0,49
1617926400,413.5,421.75,413.5,421.75,8,53
1618185600,420,421.5,420,421.5,6,49
1618272000,425,426,425,426,5,49
1618358400,425,434,425,430.5,8,52
1618444800,428,431,427.25,431,2,53
1618531200,433,433,429.5,429.5,1,56
1618790400,430,430.75,430,430.75,2,56
1618876800,432.5,432.5,432.5,432.5,0,56
1618963200,425.5,440,425.5,435.75,10,62
1619049600,440,441.5,440,441.5,9,68
1619136000,439,439,437.5,437.5,1,68
1619395200,434.5,445,434.5,440.75,14,72
1619481600,445,446,434.75,443,7,79
1619568000,443,443,438,438.25,14,82
1619654400,440.75,440.75,436.25,436.25,5,81
1619740800,436.25,436.25,430.5,430.5,27,97
1620000000,431.25,434.75,430,433.25,20,101
1620086400,435,439.25,435,437.25,29,125
1620172800,439,439,439,439,0,125
1620259200,439.25,439.25,438.75,439.25,96,217
1620345600,439.25,439.25,438.5,438.5,2,219
1620604800,437.25,437.25,435.25,436,16,234
1620691200,434,435.5,434,434,15,234
1620777600,433.25,433.25,427.25,428.5,40,263
1620864000,426.5,426.5,415.25,418.25,134,314
1620950400,418,424.25,415.25,419.25,98,317
1621209600,418,418.75,415.25,416.5,36,331
1621296000,417.25,417.25,417,417,4,330
1621382400,417.25,418.25,415.25,417.75,20,339
1621468800,417.25,417.75,417.25,417.75,4,339
1621555200,418.25,419.25,416.25,416.75,50,362
1621814400,415.25,415.25,414,414,44,394
1621900800,416.5,416.5,411.75,411.75,18,395
1621987200,411.25,413,411,412.5,11,405
1622073600,413,419.25,413,418.75,42,418
1622160000,419.25,419.25,417.25,418.75,10,421
1622408400,420.25,422.25,420.25,420.25,29,425
1622592000,421,421,417.25,419.25,19,444
1622678400,418,420.25,418,420,11,453
1622764800,421,421.25,419.25,420.75,6,453
1623024000,421.25,423.5,421.25,423.5,24,456
1623110400,424.25,426.25,424.25,425.5,18,457
1623196800,426,427.25,425.75,425.75,7,456
1623283200,427.25,428.25,425.75,427.75,13,460
1623369600,426.25,427.25,424.25,427,16,466
1623628800,425.25,425.5,420.25,423,38,477
1623715200,420.25,421.25,419.25,420.75,16,484
1623801600,421,421,420.75,420.75,4,487
1623888000,419.5,419.5,417.25,417.75,24,507
1623974400,419,421,419,419,18,493
1624233600,419,421.25,419,420,9,487
1624320000,419.25,420,418.25,418.75,13,499
1624406400,418.25,418.5,417.5,418.5,5,503
1624492800,418,418,416.25,416.25,14,516
1624579200,416,416,413.25,413.75,22,518
