time,open,high,low,close,Total Candles,Volume,Futures Open Interest
459388800,295,295,290,290.5,0,0,0
459475200,290,290,289.5,289.5,1,0,0
459561600,288.5,288.5,285,285,2,0,0
459648000,283.5,287,283.5,285,3,0,0
459734400,283,284,282.5,284,4,0,0
459993600,283.5,284.5,283,284.5,5,0,0
460080000,284.5,286,284.5,286,6,0,0
460166400,285,286,285,286,7,0,0
460252800,287,287.5,287,287.5,8,0,0
460339200,288.25,288.5,287,287.5,9,0,0
460598400,286.5,287,286.5,287,10,0,0
460684800,288,289.5,285,285,11,0,0
460771200,285,285.5,285,285.5,12,0,0
460857600,285.5,287.5,285.5,287.5,13,0,0
460944000,287,290,287,289,14,0,0
461203200,290,290.5,289,289.5,15,0,0
461289600,291,291,291,291,16,0,0
461376000,289,289,288.5,288.5,17,0,0
461462400,287,288.5,287,288.5,18,0,0
461548800,286,286,285.5,286,19,0,0
461808000,285,285,285,285,20,0,0
461894400,285,286.5,284,284.5,21,0,0
461980800,286,286,283.5,284.5,22,0,0
462067200,285,285,283.75,283.75,23,0,0
462153600,284.5,284.75,284,284,24,0,0
462412800,288.5,289,287.5,287.5,25,0,0
462499200,288,288,286,286,26,0,0
462585600,286,286,283.5,283.5,27,0,0
462672000,283.5,284,283.5,284,28,0,0
462758400,284,284.5,282.5,282.5,29,0,0
463104000,284,284.5,282,284.5,30,0,0
463190400,285,286,285,285.75,31,0,0
463276800,285.5,285.5,284,284.75,32,0,0
463363200,283.5,284.5,283,283.75,33,0,0
463622400,284,286,284,286,34,0,0
463708800,286,286,285.5,285.5,35,0,0
463795200,285,289.5,285,286.5,36,0,0
463881600,285,285,281.5,284,37,0,0
463968000,284.5,288,284.5,287.25,38,0,0
464227200,284.5,284.5,281,281,39,0,0
464313600,280.5,281,279,279.75,40,0,0
464400000,279.75,282,279.75,281.5,41,0,0
464486400,281,281,279.5,280.5,42,0,0
464572800,278.5,280,276.5,278,43,0,0
464832000,278,278.5,274,274,44,0,0
464918400,274,275.5,273.5,275.5,45,0,0
465004800,275.5,277,274,274,46,0,0
465091200,274.5,275.5,274.5,275,47,0,0
465177600,274.5,275.5,274,274.25,48,0,0
465436800,275.5,276,275,275.75,49,0,0
465523200,276.25,278,276.25,277,50,0,0
465609600,277.5,277.5,276,276,51,0,0
465696000,276.5,279.25,276.5,277.25,52,0,0
465782400,278,279.5,278,278.5,53,0,0
466041600,279.25,279.75,278.25,278.5,54,0,0
466128000,278,280,277.75,279.25,55,0,0
466214400,279,281.75,279,281.25,56,0,0
466300800,281,283,280.75,282.5,57,0,0
466387200,284.5,286.75,284.25,286.5,58,0,0
466646400,286.5,289.5,285,285.5,59,0,0
