time,open,high,low,close,Total Candles,Volume,Futures Open Interest
611798400,250,250,249.5,249.5,0,0,0
611884800,249.5,249.5,243,243.75,1,0,0
611971200,240,240,240,240,2,0,0
612057600,239,242,239,242,3,0,0
612144000,243,243,238,238,4,0,0
612489600,237,237,233.5,233.5,5,0,0
612576000,233.5,235.5,233,233,6,0,0
612662400,232,233.5,231.5,233,7,0,0
612748800,234,234.25,233,234.25,8,0,0
613008000,234,234.5,233,234.5,9,0,0
613094400,234.5,237,234,237,10,0,0
613180800,236,237.5,235.5,237,11,0,0
613267200,236,237,234,234,12,0,0
613353600,234,235,233.5,234,13,0,0
613612800,234.5,239,234.25,238,14,0,0
613699200,238,239.75,238,239.5,15,0,0
613785600,240,243,239.5,242.75,16,0,0
613872000,241,244,241,243.75,17,0,0
613958400,243,243.75,242,242.25,18,0,0
614217600,245,252.25,245,251,19,0,0
614304000,250,250.25,245.5,245.5,20,0,0
614390400,244,248.5,244,244.5,21,0,0
614476800,243,248,243,246,22,0,0
614563200,245.5,245.5,242,242.5,23,0,0
614822400,238,239,234,234,24,0,0
614908800,235.5,238,235.5,238,25,0,0
614995200,240,242.5,240,240,26,0,0
615081600,240.5,242,240,240,27,0,0
615168000,242,244,242,243.75,28,0,0
615427200,244.5,249,244.5,248,29,0,0
615600000,256.5,258,256.5,258,30,0,0
615686400,258,263.5,250,250,31,0,0
615772800,251,252,245.5,246.75,32,0,0
616032000,246,248,242,244.5,33,0,0
616118400,242,246,242,244,34,0,0
616204800,242.25,251,242.25,249.25,35,0,0
616291200,248.5,248.5,243,243.5,36,0,0
616377600,242,247,242,244,37,0,0
616636800,240,240,235,235.5,38,0,0
616723200,232,235,232,235,39,0,0
616809600,236,238,235.5,235.5,40,0,0
616896000,235,237.5,235,236,41,0,0
616982400,237,237.5,236,237,42,0,0
617241600,233,233.5,229.5,230.25,43,0,0
617328000,228.75,229.75,226,226,44,0,0
617414400,228,229,224.25,224.25,45,0,0
617500800,225,229,224.5,229,46,0,0
617587200,228,228.5,227,227,47,0,0
617846400,222,225.25,222,224.5,48,0,0
617932800,225.25,229.5,225,229,49,0,0
618019200,229.75,232.5,229,230.5,50,0,0
618105600,230.25,232.5,230,232,51,0,0
618192000,233.5,234.5,231,233.5,52,0,0
618451200,234.75,240.5,234.75,238.5,53,0,0
618537600,237.75,239,237,239,54,0,0
618624000,237.25,238.5,237.25,238.5,55,0,0
618710400,238,238.75,236.75,238.75,56,0,0
618796800,247.5,248.75,242.5,244.25,57,0,0
619056000,239.5,241.75,239.5,241,58,0,0
619142400,242.5,244.5,241.5,243.5,59,0,0
619228800,243.75,244.5,242.5,243.25,60,0,0
619315200,243.5,244,240.5,240.75,61,0,0
619401600,241.5,243.5,240.75,240.75,62,0,0
619660800,240,242.5,240,241,63,0,0
619747200,241.5,244,241.5,243,64,0,0
619833600,243.75,246,243,244,65,0,0
619920000,244,244,241,241,66,0,0
620006400,240,241.75,240,241,67,0,0
620265600,239.5,240,238.25,239.5,68,0,0
620352000,240,240.5,239,239.25,69,0,0
620438400,240,240,239,239.5,70,0,0
620524800,239.75,243,239.5,243,71,0,0
620611200,242.5,242.5,241.25,241.75,72,0,0
620956800,241,241,240,240,73,0,0
621043200,240.5,241.25,239.5,240.75,74,0,0
621129600,242,242,239.5,239.75,75,0,0
621216000,239.25,241,239.25,240,76,0,0
621475200,240.25,242,239.5,239.5,77,0,0
621561600,239,239.5,237,237,78,0,0
621648000,236.5,237,234.25,234.5,79,0,0
