time,open,high,low,close,Total Candles,Volume,Futures Open Interest
398908800,268.5,268.5,268.5,268.5,0,0,0
398995200,271,272.25,271,272,1,0,0
399081600,271.5,276.5,271.5,276.25,2,0,0
399168000,276.25,276.25,271,271,3,0,0
399254400,270,270.5,267.5,267.5,4,0,0
399513600,266,266.5,265,265.5,5,0,0
399600000,266.5,270.5,266,269.5,6,0,0
399686400,269.5,272.25,267.5,269.5,7,0,0
399772800,272,272.75,271.25,272.25,8,0,0
399859200,274,274,270,270.25,9,0,0
400204800,268,268,264.75,264.75,10,0,0
400291200,263.75,265.5,263.5,263.5,11,0,0
400377600,263.5,265.25,263.5,264.25,12,0,0
400464000,263.75,263.75,261,261.5,13,0,0
400723200,265.25,267.75,265.25,267.75,14,0,0
400809600,268.5,269.75,266.5,269,15,0,0
400896000,268.5,269,267.5,268.5,16,0,0
400982400,269,269,267.25,267.25,17,0,0
401068800,266.5,268.5,265.5,266,18,0,0
401328000,265,265.5,262.25,265,19,0,0
401414400,265,266,263.5,264.5,20,0,0
401500800,264.5,264.75,262.75,262.75,21,0,0
401587200,261,269,260.5,267.25,22,0,0
401673600,267.25,275,267.25,274.75,23,0,0
401932800,276,276.5,273,273.75,24,0,0
402019200,274.5,274.5,270.25,270.75,25,0,0
402105600,270,270.5,268.25,269.25,26,0,0
402192000,269.5,269.5,267,267.25,27,0,0
402278400,266.5,267.5,266.25,267.25,28,0,0
402537600,265.75,266.5,265,265.5,29,0,0
402624000,266,267.25,265.75,266.25,30,0,0
402710400,267,267.75,266.5,266.5,31,0,0
402796800,268,271,267.75,269.25,32,0,0
402883200,268.75,269.75,266.25,267,33,0,0
403142400,268.5,270,265.5,268.5,34,0,0
403228800,267.75,267.75,266,266.5,35,0,0
403315200,266,271,265.25,270.5,36,0,0
403401600,269.5,272,267.5,267.5,37,0,0
403488000,267.5,269,266,266,38,0,0
403747200,266.5,268,265.5,265.5,39,0,0
403833600,267.5,268.5,266.25,266.25,40,0,0
403920000,267.5,267.75,266.75,267.5,41,0,0
404006400,268,268,264.25,265.25,42,0,0
404092800,263,263,261,261,43,0,0
404352000,259.5,259.5,256,256.25,44,0,0
404438400,256.5,257,255.5,256.5,45,0,0
404524800,255.75,256.25,254.5,255.75,46,0,0
404611200,255.75,257.25,255.5,256.25,47,0,0
404697600,255.75,256.75,254,254.25,48,0,0
404960400,255.5,255.5,253,253,49,0,0
405133200,254,256,253,254,50,0,0
405219600,254.25,257,254.25,257,51,0,0
405306000,257,262.5,256.5,262.25,52,0,0
405565200,260,269,260,263.25,53,0,0
405651600,265.5,266,261.5,262.25,54,0,0
405738000,264,264.5,262.5,263.25,55,0,0
405824400,263.25,267.5,262.25,266.5,56,0,0
405910800,266.25,266.5,263.5,264.75,57,0,0
406170000,263,265.5,262.75,263.5,58,0,0
406256400,264.5,268,264.25,265.5,59,0,0
406342800,268,269.25,266.5,267,60,0,0
406429200,268.25,269.5,266.25,268.75,61,0,0
406515600,272.25,272.25,270,270.5,62,0,0
406774800,270.5,273,269.25,270.25,63,0,0
406861200,270,271.5,269.25,270.5,64,0,0
406947600,271,273,270.75,271,65,0,0
407120400,272,272,270,270.75,66,0,0
407379600,271.5,271.75,266.5,266.5,67,0,0
407466000,267,268.25,264.75,266.25,68,0,0
407552400,267,267.25,264.5,264.75,69,0,0
407638800,265.5,266.25,263,263.25,70,0,0
407725200,263,264.5,262.25,262.5,71,0,0
407984400,264.25,266.25,263.5,265.75,72,0,0
408070800,267,269.5,266,269.25,73,0,0
408157200,267.5,269.75,267,269.25,74,0,0
408243600,269.25,274,268.75,273,75,0,0
408330000,272,272.5,269.75,271.75,76,0,0
408589200,272.5,274,272.25,273.25,77,0,0
408675600,274.75,274.75,269.75,270.25,78,0,0
408762000,269.75,270.5,268.5,270,79,0,0
408848400,270,270,268.5,268.75,80,0,0
408934800,268.5,270.25,268.5,269.25,81,0,0
409194000,269,269.75,268,269.25,82,0,0
409280400,269.25,269.5,268.75,269,83,0,0
409366800,269,269.25,267.5,268.25,84,0,0
409453200,268.5,270,268.25,269.5,85,0,0
