time,open,high,low,close,Volume,Futures Open Interest
1507248000,413.5,413.5,413.5,413.5,0,0
1507507200,420,420,420,420,0,0
1507593600,419.25,419.25,419.25,419.25,0,0
1507680000,417,417,417,417,0,0
1507766400,415,415,415,415,0,0
1507852800,414.5,414.5,414.5,414.5,1,0
1508112000,415,415,415,415,1,1
1508198400,413.75,413.75,413.75,413.75,0,1
1508284800,413.25,413.25,413.25,413.25,0,1
1508371200,414.25,414.25,414.25,414.25,0,1
1508457600,411,411,411,411,2,1
1508716800,415,415,413.5,413.5,2,3
1508803200,414.25,414.25,414.25,414.25,11,3
1508889600,415,419,414.75,415.25,11,10
1508976000,415,415,414.75,414.75,7,15
1509062400,412.5,413.5,412.5,413.5,3,18
1509321600,414.5,414.5,414.5,414.5,2,18
1509408000,411.25,412.5,411.25,412.5,2,20
1509494400,415,415,413.25,413.25,1,21
1509580800,414,415,414,414.75,8,29
1509667200,413,413.25,413,413.25,2,29
1509930000,413.25,413.25,413.25,413.25,0,29
1510016400,415.5,415.5,415.5,415.5,0,29
1510102800,415.5,415.5,415.5,415.5,0,29
1510189200,411.75,411.75,411.75,411.75,4,29
1510275600,412,412,412,412,4,33
1510534800,410.75,410.75,410,410,10,40
1510621200,410,411,410,411,2,42
1510707600,410.75,410.75,410.75,410.75,1,42
1510794000,410.5,410.5,410.5,410.5,0,42
1510880400,414.75,414.75,414.75,414.75,0,42
1511139600,410.5,410.5,410.5,410.5,0,42
1511226000,410.5,410.5,410.5,410.5,6,42
1511312400,411,413.75,411,413.75,0,45
1511485200,413.25,413.25,413.25,413.25,0,45
1511744400,413.75,413.75,413.75,413.75,0,45
1511830800,412.5,412.5,412.5,412.5,23,45
1511917200,411,413,411,413,23,68
1512003600,413,413.5,413,413.5,1,69
1512090000,415,415,414.75,414.75,3,72
1512349200,415,415,412,412,22,90
1512435600,412.25,412.5,412,412.5,7,96
1512522000,410,412.5,410,412.5,1,97
1512608400,411.75,411.75,411.75,411.75,0,97
1512694800,411.75,411.75,411.75,411.75,20,97
1512954000,411,411,409.75,409.75,20,97
1513040400,410,411,409,409.75,29,120
1513126800,410.25,410.25,410.25,410.25,21,120
1513213200,410.25,410.25,409,409.75,21,123
1513299600,409.75,409.75,409.5,409.5,1,123
1513558800,409.5,409.5,409.5,409.5,0,123
1513645200,409,409.5,409,409.5,10,133
1513731600,410,410.25,408.5,410,11,138
1513818000,410,410.25,410,410.25,8,142
1513904400,410.75,410.75,410.75,410.75,2,142
1514250000,407.5,410,406.75,410,2,144
1514336400,410,410,410,410,0,144
1514422800,410,410,410,410,0,144
1514509200,408.75,408.75,408.75,408.75,0,144
1514854800,409,409.5,409,409.5,2,146
1514941200,410,411.75,410,411.75,9,155
1515027600,411.5,411.5,411.5,411.5,0,155
1515114000,412,412,412,412,2,157
1515373200,411,411,408.5,408.5,8,151
1515459600,408.5,409.25,408.25,409.25,4,153
1515546000,408,409.25,408,409.25,8,159
1515632400,409,409,408,409,2,159
1515718800,409,409.5,405,405.75,20,175
1516064400,405.75,405.75,405,405.75,53,208
1516150800,406,409.5,406,409.5,24,220
1516237200,408,410,408,409.5,12,221
1516323600,410,410,409,409.75,3,220
1516582800,410,412,410,411.25,35,240
1516669200,411,411,410,410,8,241
1516755600,411,413,411,412.25,11,251
1516842000,412,412,411,411.25,34,271
1516928400,412,412,411.5,411.5,6,274
1517187600,412,412.75,412,412.75,2,274
1517274000,413,414,411.75,413.75,32,287
1517360400,414.5,414.5,414.5,414.5,0,287
1517446800,414,414.25,414,414.25,3,288
1517533200,414.25,414.25,414.25,414.25,0,288
1517792400,413,413,410.5,412,32,302
1517878800,411,414.75,411,414.25,18,310
1517965200,414.25,414.5,414.25,414.5,10,320
1518051600,414.75,415,414.5,414.5,10,323
1518138000,413,413.25,413,413.25,2,321
1518397200,414,415,414,415,38,336
1518483600,415,416,414.75,414.75,9,342
1518570000,414,414.75,413.5,414.75,3,340
1518656400,415,415.25,415,415.25,3,343
1518742800,414.25,416,414.25,415.75,23,351
1519088400,415,416,415,415,34,370
1519174800,415,415,413,414.25,12,375
1519261200,413.75,414.75,413.75,414.75,1,376
1519347600,415,415,415,415,1,376
1519606800,415.75,417,415.75,416.5,45,406
