time,open,high,low,close,Volume,Futures Open Interest
1450054800,417.5,417.5,417.5,417.5,0,0
1450141200,417.5,417.5,417.5,417.5,2,0
1450227600,417,417,414.75,414.75,2,2
1450314000,415,417.5,415,416.25,6,5
1450400400,416.25,416.25,416.25,416.25,6,5
1450659600,416.75,416.75,416.75,416.75,6,5
1450746000,416.75,416.75,416.75,416.75,6,5
1450832400,416,416.25,416,416.25,2,7
1450918800,415,416,415,416,2,9
1451264400,414.75,414.75,414.75,414.75,2,9
1451350800,416,416,416,416,2,9
1451437200,417.5,417.5,417.5,417.5,2,9
1451523600,416.5,416.5,416.5,416.5,2,9
1451869200,415,415,415,415,2,9
1451955600,413.5,413.5,413.5,413.5,2,9
1452042000,413.5,413.5,413.5,413.5,2,9
1452128400,414,414,414,414,2,9
1452214800,414,416.75,414,416.75,1,9
1452474000,410,410,410,410,2,11
1452560400,410.75,410.75,410.75,410.75,2,11
1452646800,410.75,410.75,410.75,410.75,2,11
1452733200,410,410,410,410,2,11
1452819600,411.5,411.5,411.5,411.5,2,11
1453165200,413.5,413.5,413.5,413.5,2,11
1453251600,414,414,414,414,2,11
1453338000,414.5,414.5,414.5,414.5,2,11
1453424400,414,417.5,410,416.25,20,21
1453683600,417.5,417.5,417.5,417.5,0,21
1453770000,417.5,417.5,417.5,417.5,4,21
1453856400,410,415.75,410,415.75,4,25
1453942800,412.75,412.75,412.75,412.75,4,25
1454029200,410,417.5,410,417.5,4,29
1454288400,415.25,415.25,415.25,415.25,0,29
1454374800,413.25,413.25,413.25,413.25,0,29
1454461200,411.75,411.75,411.75,411.75,0,29
1454547600,410.5,410.5,410.5,410.5,5,29
1454634000,410,410,410,410,5,32
1454893200,407,407,407,407,0,32
1454979600,406.5,406.5,406.5,406.5,0,32
1455066000,406,406,406,406,0,32
1455152400,409.75,409.75,409.75,409.75,0,32
1455238800,409.75,409.75,409.75,409.75,0,32
1455584400,409.75,409.75,409.75,409.75,0,32
1455670800,409,409,409,409,0,32
1455757200,407.5,407.5,407.5,407.5,0,32
