time,open,high,low,close,Total Candles,Volume,Futures Open Interest
553996800,192,193.5,191.5,193.5,0,0,0
554083200,193,195,193,195,1,0,0
554342400,195,196,192.5,194.5,2,0,0
554428800,194.5,196,194.25,194.5,3,0,0
554515200,195.5,196,190.5,190.5,4,0,0
554601600,191,191.5,189.5,190,5,0,0
554688000,190,193,190,192.75,6,0,0
554947200,191.5,192,191,191.5,7,0,0
555033600,191,191,188.5,188.5,8,0,0
555120000,188.5,190,188.5,190,9,0,0
555206400,189,190.5,188.75,190,10,0,0
555292800,190,190,189.25,189.5,11,0,0
555552000,189,189.25,188.25,189,12,0,0
555638400,189,189,188.25,188.5,13,0,0
555724800,187.5,188.5,187,188.5,14,0,0
555811200,188.5,190,188.5,189,15,0,0
555897600,188.5,191,188.5,191,16,0,0
556156800,192,193.75,192,192,17,0,0
556243200,191.25,191.25,190.5,191,18,0,0
556329600,192,194.75,192,194.75,19,0,0
556416000,194,194.5,193,193,20,0,0
556502400,193.25,194.75,192.5,194,21,0,0
556761600,193.5,193.5,190.25,191.25,22,0,0
556848000,191,192,191,191.75,23,0,0
556934400,192.25,193,190.5,190.5,24,0,0
557020800,190.5,192,190,190.25,25,0,0
557107200,191,191,189.25,190.25,26,0,0
557366400,189,189,186.75,187,27,0,0
557452800,186.5,187.5,186,186.25,28,0,0
557539200,186.25,186.5,185.25,186.25,29,0,0
557625600,186,187.75,186,187.25,30,0,0
557712000,187,189,187,189,31,0,0
558057600,188.5,193,188,193,32,0,0
558144000,193,195.5,192.5,195,33,0,0
558230400,195,197,194.75,197,34,0,0
558316800,197,197.25,195.5,195.75,35,0,0
558576000,196,196.75,194.75,196.75,36,0,0
558662400,196.5,197,194.75,195,37,0,0
558748800,195,198,194.5,198,38,0,0
558835200,198,198.5,197,198.5,39,0,0
558921600,198,198.75,195.5,196,40,0,0
559180800,196,196,192.5,192.5,41,0,0
559267200,192.75,193.25,192.25,192.25,42,0,0
559353600,192,192.75,191.75,192.25,43,0,0
559440000,192.5,194.25,192.5,193.5,44,0,0
559526400,193.25,193.5,190,191.75,45,0,0
